ID,NOMBRE,SEDE,PROG,NIVEL,Estatus,% BECA,CARGOS,ECA,DEPP,AJUSTADO,PAGADO,SALDO,SALDO VENCIDO,NCV,C,B,A,P,S,%,C,B,A,P,S,%,C,B,A,P,S,%,C,B,A,P,S,%
437,Nombre437,CAM,LIC-CTCO-15,LI,AS,600,16965,0,0,16965,8755.65,8209.35,0.34,1,3798,37.98,3760.02,3759.68,0.34,99.99,3389,33.89,3355.11,3355.11,0,100,3389,33.89,3355.11,1.21,3353.9,0.036,3389,33.89,3355.11,0,3355.11,0
438,Nombre438,CAM,LIC-DAEM-15,LI,AS,600,16965,0,0,16965,9093.9,7871.1,0,0,3798,227.88,3570.12,3570.12,0,100,3389,203.34,3185.66,3185.66,0,100,3389,203.34,3185.66,0.22,3185.44,0.0069,3389,203.34,3185.66,0,3185.66,0
439,Nombre439,CAM,LIC-EJCO-17,LI,AS,,12927.52,0,0,12927.52,6664.02,6263.5,0.5,1,2382,0,2382,2381.5,0.5,99.97,2382,0,2382,2382,0,100,2382,0,2382,1,2381,0.0419,2382,0,2382,0,2382,0
440,Nombre440,CAM,LIC-ITIC-15,LI,AS,,19351,0,748.05,18602.95,18602.99,0.47,0.47,1,3883,0,3883,3882.53,0.47,99.98,4156,0,4156,4156,0,100,4156,0,4156,4156,0,100,4156,0,4156,4156,0,100
441,Nombre441,CAM,LIC-CTCO-15,LI,AS,,13965,0,610.07,13354.93,13356.02,0.34,0.34,1,3798,0,3798,3797.66,0.34,99.99,3389,0,3389,3389,0,100,3389,0,3389,3389,0,100,3389,0,3389,3389,0,100
442,Nombre442,CAM,LIC-EJDE-17,LI,AS,,12717.4,0,0,12717.4,2382,10335.4,3667.4,3,2382,0,2382,2381.5,0.5,99.97,3334,0,3334,0.5,3333.5,0.0149,3334,0,3334,0,3334,0,3334,0,3334,0,3334,0
443,Nombre443,CAM,LIC-EJDE-17,LI,AS,,12766.2,0,0,12766.2,3132,9634.2,3370.2,4,2382,0,2382,2381.5,0.5,99.97,2382,0,2382,0.5,2381.5,0.0209,2382,0,2382,0,2382,0,2382,0,2382,0,2382,0
444,Nombre444,CAM,LIC-EJCO-17,LI,AS,,12857.02,0,0,12857.02,3222.32,9634.7,3370.7,4,2382,0,2382,2381.5,0.5,99.97,2382,0,2382,0,2382,0,2382,0,2382,0,2382,0,2382,0,2382,0,2382,0
445,Nombre445,CAM,LIC-ADME-15,LI,AS,,17075.13,0,0,17075.13,8797.79,8277.34,0.34,1,3798,0,3798,3797.66,0.34,99.99,3389,0,3389,3389,0,100,3389,0,3389,1,3388,0.0295,3389,0,3389,0,3389,0
446,Nombre446,CAM,LIC-EJDE-17,LI,AS,,11025.07,0,0,11025.07,5309.37,5715.7,0.5,1,2382,0,2382,2381.5,0.5,99.97,2858,0,2858,2858,0,100,2858,0,2858,0.8,2857.2,0.0279,2858,0,2858,0,2858,0
447,Nombre447,CAM,LIC-MEES-15,LI,AS,,17303.9,0,0,17303.9,3798,13505.9,4477.9,4,3798,0,3798,3797.66,0.34,99.99,3389,0,3389,0.34,3388.66,0.01,3389,0,3389,0,3389,0,3389,0,3389,0,3389,0
448,Nombre448,CAM,LIC-DERE-15,LI,AS,,16965,0,0,16965,7937,9028,750.34,2,3798,0,3798,3797.66,0.34,99.99,3389,0,3389,3389,0,100,3389,0,3389,0.34,3388.66,0.01,3389,0,3389,0,3389,0
449,Nombre449,CAM,LIC-EJAD-17,LI,AS,,9528,0,0,9528,4764,4764,0.5,1,2382,0,2382,2381.5,0.5,99.97,2382,0,2382,2382,0,100,2382,0,2382,0.5,2381.5,0.0209,2382,0,2382,0,2382,0
450,Nombre450,CAM,LIC-DERE-15,LI,AS,,17303.9,0,0,17303.9,4548,12755.9,4477.9,5,3798,0,3798,3797.66,0.34,99.99,3389,0,3389,0.34,3388.66,0.01,3389,0,3389,0,3389,0,3389,0,3389,0,3389,0
451,Nombre451,CAM,LIC-ADME-18,LI,AS,,13965,0,0,13965,7187,6778,0.34,1,3798,0,3798,3797.66,0.34,99.99,3389,0,3389,3389,0,100,3389,0,3389,0.34,3388.66,0.01,3389,0,3389,0,3389,0
452,Nombre452,CAM,LIC-DSGD-15,LI,AS,,17075.13,0,610.07,16465.06,14215.81,2250.34,750.34,2,3798,0,3798,3797.66,0.34,99.99,3389,0,3389,3389,0,100,3389,0,3389,3389,0,100,3389,0,3389,3389,0,100
453,Nombre453,CAM,LIC-MEES-15,LI,AS,,16965,0,0,16965,8687,8278,0.34,1,3798,0,3798,3797.66,0.34,99.99,3389,0,3389,3389,0,100,3389,0,3389,0.34,3388.66,0.01,3389,0,3389,0,3389,0
454,Nombre454,CAM,LIC-EJDE-17,LI,AS,,12766.2,0,0,12766.2,3132,9634.2,3370.2,4,2382,0,2382,2381.5,0.5,99.97,2382,0,2382,0.5,2381.5,0.0209,2382,0,2382,0,2382,0,2382,0,2382,0,2382,0
455,Nombre455,CAM,LIC-EJAD-17,LI,BR,,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,
456,Nombre456,CAM,LIC-DSGD-15,LI,AS,,18803.8,0,0,18803.8,6049,12754.8,4476.8,4,3798,0,3798,3797.66,0.34,99.99,3389,0,3389,1.34,3387.66,0.0395,3389,0,3389,0,3389,0,3389,0,3389,0,3389,0
457,Nombre457,CAM,LIC-EJDE-17,LI,AS,302,9816,0,0,9816,7434,2382,0,0,2382,1191,1191,1191,0,100,2382,1191,1191,1191,0,100,2382,1191,1191,0,1191,0,2382,1191,1191,0,1191,0
458,Nombre458,CAM,LIC-EJDE-17,LI,AS,,14241.8,0,0,14241.8,3132,11109.8,3893.8,4,2382,0,2382,2381.5,0.5,99.97,2858,0,2858,0.5,2857.5,0.0174,2858,0,2858,0,2858,0,2858,0,2858,0,2858,0
459,Nombre459,CAM,LIC-ADTU-10,LI,AS,,14303.9,0,0,14303.9,3798,10505.9,3727.9,3,3798,0,3798,3797.66,0.34,99.99,3389,0,3389,0.34,3388.66,0.01,3389,0,3389,0,3389,0,3389,0,3389,0,3389,0
460,Nombre460,CAM,LIC-EJDE-17,LI,AS,,13165.72,0,0,13165.72,3531.02,9634.7,3370.7,4,2382,0,2382,2381.5,0.5,99.97,2382,0,2382,0,2382,0,2382,0,2382,0,2382,0,2382,0,2382,0,2382,0
461,Nombre461,CAM,LIC-EJME-17,LI,AS,402,9678.5,0,0,9678.5,4459,5219.5,1523.5,2,2310,462,1848,1848,0,100,2310,462,1848,463,1385,25.05,2310,462,1848,0,1848,0,2310,462,1848,0,1848,0
462,Nombre462,CAM,LIC-DERE-18,LI,AS,,13594,0,0,13594,6996,6598,0.11,1,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,3299,0,100,3299,0,3299,0.11,3298.89,0.0033,3299,0,3299,0,3299,0
463,Nombre463,CAM,LIC-EJAD-17,LI,AS,700,12754.2,0,0,12754.2,2740.41,10013.79,3987.99,4,2382,119.1,2262.9,2262.9,0,100,2382,119.1,2262.9,1.11,2261.79,0.049,2382,119.1,2262.9,0,2262.9,0,2382,119.1,2262.9,0,2262.9,0
464,Nombre464,CAM,LIC-EJCO-17,LI,AS,,8848.44,0,0,8848.44,2204.96,6643.48,2357.48,3,2143,0,2143,2142.82,0.18,99.99,2143,0,2143,0,2143,0,2143,0,2143,0,2143,0,2143,0,2143,0,2143,0
465,Nombre465,CAM,LIC-EJDE-17,LI,AS,,9766.2,0,0,9766.2,2382,7384.2,2620.2,3,2382,0,2382,2381.5,0.5,99.97,2382,0,2382,0.5,2381.5,0.0209,2382,0,2382,0,2382,0,2382,0,2382,0,2382,0
466,Nombre466,CAM,LIC-EJCO-17,LI,AS,,10277.56,0,0,10277.56,5135.56,5142,0.18,1,2143,0,2143,2142.82,0.18,99.99,2571,0,2571,2571,0,100,2571,0,2571,0.18,2570.82,0.007,2571,0,2571,0,2571,0
467,Nombre467,CAM,LIC-DERE-15,LI,AS,,21825.84,0,623.43,21202.41,14045.44,7156.97,1500.47,3,3883,0,3883,3882.53,0.47,99.98,4849,0,4849,4849,0,100,4849,0,4849,4849,0,100,4849,0,4849,692.5,4156.5,14.28
468,Nombre468,CAM,LIC-EJCO-17,LI,AS,,9583.23,0,0,9583.23,4969.6,4613.63,0,0,2307,0,2307,2307,0,100,2307,0,2307,2307,0,100,2307,0,2307,0.37,2306.63,0.016,2307,0,2307,0,2307,0
469,Nombre469,CAM,LIC-EJDE-17,LI,AS,3,10071,0,0,10071,6498.91,3572.09,0,0,2127,638.1,1488.9,1488.9,0,100,2552,765.6,1786.4,1786.4,0,100,2552,765.6,1786.4,0.71,1785.69,0.0397,2552,765.6,1786.4,0,1786.4,0
470,Nombre470,CAM,LIC-EJDE-17,LI,AS,,8855,0,0,8855,4601,4254,0.1,1,2127,0,2127,2126.9,0.1,99.99,2127,0,2127,2127,0,100,2127,0,2127,0.1,2126.9,0.0047,2127,0,2127,0,2127,0
471,Nombre471,CAM,MAE-MADN-15,MA,PT,,15136,0,0,15136,7568,7568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,Nombre472,CAM,MAE-MADN-15,MA,PT,,15136,0,0,15136,7568,7568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,Nombre473,CAM,LIC-EJDE-17,LI,AS,401,,0,0,,2126.9,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
474,Nombre474,CAM,LIC-EJAD-17,LI,AS,401,9084,0,325.42,8758.58,8759.64,0,0,0,2127,319.05,1807.95,1807.95,0,100,2127,319.05,1807.95,1807.95,0,100,2127,319.05,1807.95,1807.95,0,100,2127,319.05,1807.95,1807.95,0,100
475,Nombre475,CAM,LIC-EJDE-17,LI,AS,,8508,0,0,8508,4254,4254,0,0,2127,0,2127,2127,0,100,2127,0,2127,2127,0,100,2127,0,2127,0,2127,0,2127,0,2127,0,2127,0
476,Nombre476,CAM,LIC-EJAD-17,LI,AS,401,8508,0,0,8508,5360.94,3147.06,0,0,2127,553.02,1573.98,1573.98,0,100,2127,553.02,1573.98,1573.98,0,100,2127,553.02,1573.98,0.9,1573.08,0.0571,2127,553.02,1573.98,0,1573.98,0
477,Nombre477,CAM,LIC-EJCO-17,LI,AS,,9108.66,0,0,9108.66,1983.14,7125.52,2871.52,3,2127,0,2127,1595.18,531.82,74.99,2127,0,2127,0,2127,0,2127,0,2127,0,2127,0,2127,0,2127,0,2127,0
478,Nombre478,CAM,LIC-EJDE-17,LI,AS,105,8312.6,0,0,8312.6,5615.5,2697.1,655.1,2,2127,1063.5,1063.5,1063.5,0,100,2042,1021,1021,425.5,595.5,41.67,2042,1021,1021,0,1021,0,2042,1021,1021,0,1021,0
479,Nombre479,CAM,LIC-EJCO-17,LI,AS,,9228,0,0,9228,4614,4614,0,0,2307,0,2307,2307,0,100,2307,0,2307,2307,0,100,2307,0,2307,0,2307,0,2307,0,2307,0,2307,0
480,Nombre480,CAM,MAE-JUIC-15,MA,AS,,19593.5,0,0,19593.5,7641,11952.5,4240.5,2,3856,0,3856,3856,0,100,3856,0,3856,1,3855,0.0259,3856,0,3856,0,3856,0,3856,0,3856,0,3856,0
481,Nombre481,CAM,LIC-DAEM-15,LI,AS,,13594,0,0,13594,6996,6598,0.11,1,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,3299,0,100,3299,0,3299,0.11,3298.89,0.0033,3299,0,3299,0,3299,0
482,Nombre482,CAM,LIC-DSGD-18,LI,AS,,13797.24,0,0,13797.24,7200.13,6597.11,0.11,1,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,3299,0,100,3299,0,3299,1,3298,0.0303,3299,0,3299,0,3299,0
483,Nombre483,CAM,LIC-COFI-18,LI,AS,,13594,0,0,13594,6996,6598,0.11,1,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,3299,0,100,3299,0,3299,0.11,3298.89,0.0033,3299,0,3299,0,3299,0
484,Nombre484,CAM,LIC-DAEM-15,LI,AS,401,13594,0,0,13594,7788.28,5805.72,0,0,3697,443.64,3253.36,3253.36,0,100,3299,395.88,2903.12,2903.12,0,100,3299,395.88,2903.12,0.52,2902.6,0.0179,3299,395.88,2903.12,0,2903.12,0
485,Nombre485,CAM,LIC-DERE-18,LI,AS,,14481.11,0,0,14481.11,3804.1,10677.01,3779.01,4,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0
486,Nombre486,CAM,LIC-DSGD-18,LI,AS,,13594,0,593.84,13000.16,13000.99,0.11,0.11,1,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,3299,0,100,3299,0,3299,3299,0,100,3299,0,3299,3299,0,100
487,Nombre487,CAM,LIC-DAEM-15,LI,AS,400,13970,0,0,13970,7899.84,6070.16,0,0,3697,295.76,3401.24,3401.24,0,100,3299,263.92,3035.08,3035.08,0,100,3299,263.92,3035.08,0,3035.08,0,3299,263.92,3035.08,0,3035.08,0
488,Nombre488,CAM,LIC-DERE-18,LI,AS,101,13594,0,0,13594,8976.2,4617.8,0,0,3697,1109.1,2587.9,2587.9,0,100,3299,989.7,2309.3,2309.3,0,100,3299,989.7,2309.3,0.8,2308.5,0.0346,3299,989.7,2309.3,0,2309.3,0
489,Nombre489,CAM,LIC-DERE-18,LI,AS,,16270,0,0,16270,8272,7998,0.11,1,3697,0,3697,3696.89,0.11,99.99,3849,0,3849,3849,0,100,3849,0,3849,0.11,3848.89,0.0028,3849,0,3849,0,3849,0
490,Nombre490,CAM,LIC-DERE-18,LI,AS,,13594,0,0,13594,6996,6598,0.11,1,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,3299,0,100,3299,0,3299,0.11,3298.89,0.0033,3299,0,3299,0,3299,0
491,Nombre491,CAM,LIC-CTCO-18,LI,AS,403,13882,0,0,13882,9594.02,4287.98,0,0,3697,1293.95,2403.05,2403.05,0,100,3299,1154.65,2144.35,2144.35,0,100,3299,1154.65,2144.35,0.72,2143.63,0.0335,3299,1154.65,2144.35,0,2144.35,0
492,Nombre492,CAM,LIC-CTCO-18,LI,AS,403,14096.46,0,0,14096.46,7448.94,6647.52,2358.82,3,3697,1293.95,2403.05,2402.98,0.07,99.99,3299,1154.65,2144.35,0,2144.35,0,3299,1154.65,2144.35,0,2144.35,0,3299,1154.65,2144.35,0,2144.35,0
493,Nombre493,CAM,LIC-ADME-18,LI,AS,,14605.9,0,0,14605.9,4408,10197.9,3617.9,2,3682,0,3682,3682,0,100,3290,0,3290,1,3289,0.0303,3290,0,3290,0,3290,0,3290,0,3290,0,3290,0
494,Nombre494,CAM,LIC-COFI-18,LI,AS,,13594,0,0,13594,6996,6598,0.11,1,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,3299,0,100,3299,0,3299,0.11,3298.89,0.0033,3299,0,3299,0,3299,0
495,Nombre495,CAM,MAE-EDUC-15,MA,PT,,15136,0,0,15136,7568,7568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,Nombre496,CAM,LIC-EJME-17,LI,AS,400,9739.8,0,0,9739.8,2687.84,7051.96,2576.38,3,2307,69.21,2237.79,2123,114.79,94.87,2307,69.21,2237.79,0,2237.79,0,2307,69.21,2237.79,0,2237.79,0,2307,69.21,2237.79,0,2237.79,0
497,Nombre497,CAM,LIC-EJCO-17,LI,AS,5,11190,0,0,11190,8421.62,2768.38,0,0,2307,1153.5,1153.5,1153.5,0,100,2769,1384.5,1384.5,1384.5,0,100,2769,1384.5,1384.5,0.62,1383.88,0.0447,2769,1384.5,1384.5,0,1384.5,0
498,Nombre498,CAM,LIC-EJDE-17,LI,AS,,9458.6,0,0,9458.6,2308,7150.6,2536.6,2,2307,0,2307,2307,0,100,2307,0,2307,1,2306,0.0433,2307,0,2307,0,2307,0,2307,0,2307,0,2307,0
499,Nombre499,CAM,LIC-MEES-18,LI,AS,403,13594,0,0,13594,8976.2,4617.8,0,0,3697,1109.1,2587.9,2587.9,0,100,3299,989.7,2309.3,2309.3,0,100,3299,989.7,2309.3,0.8,2308.5,0.0346,3299,989.7,2309.3,0,2309.3,0
500,Nombre500,CAM,LIC-EJDE-17,LI,AS,,9804,0,0,9804,5190,4614,0,0,2307,0,2307,2307,0,100,2307,0,2307,2307,0,100,2307,0,2307,0,2307,0,2307,0,2307,0,2307,0
501,Nombre501,CAM,LIC-DERE-18,LI,AS,,14661.9,0,0,14661.9,2765.11,11896.79,4998.79,4,3697,0,3697,2477.11,1219.89,67,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0
502,Nombre502,CAM,LIC-EJDE-17,LI,AS,,9458.6,0,0,9458.6,2308,7150.6,2536.6,2,2307,0,2307,2307,0,100,2307,0,2307,1,2306,0.0433,2307,0,2307,0,2307,0,2307,0,2307,0,2307,0
503,Nombre503,CAM,LIC-DAEM-15,LI,AS,401,14290,0,503.29,13786.71,13335.8,450.91,150,1,3682,552.3,3129.7,3129.7,0,100,3290,493.5,2796.5,2796.5,0,100,3290,493.5,2796.5,2796.5,0,100,3290,493.5,2796.5,2795.59,0.91,99.96
504,Nombre504,CAM,LIC-EJME-17,LI,AS,,9361.81,0,0,9361.81,4747.81,4614,0,0,2307,0,2307,2307,0,100,2307,0,2307,2307,0,100,2307,0,2307,0,2307,0,2307,0,2307,0,2307,0
505,Nombre505,CAM,LIC-EJDE-17,LI,AS,,9228,0,0,9228,4614.24,4613.76,0,0,2307,0,2307,2307,0,100,2307,0,2307,2307,0,100,2307,0,2307,0.24,2306.76,0.0104,2307,0,2307,0,2307,0
506,Nombre506,CAM,LIC-EJDE-17,LI,AS,,9228,0,0,9228,4614,4614,0,0,2307,0,2307,2307,0,100,2307,0,2307,2307,0,100,2307,0,2307,0,2307,0,2307,0,2307,0,2307,0
507,Nombre507,CAM,LIC-EJCO-17,LI,AS,,9228,0,0,9228,4614,4614,0,0,2307,0,2307,2307,0,100,2307,0,2307,2307,0,100,2307,0,2307,0,2307,0,2307,0,2307,0,2307,0
508,Nombre508,CAM,LIC-ADME-18,LI,AS,,13594,0,0,13594,6996,6598,0.11,1,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,3299,0,100,3299,0,3299,0.11,3298.89,0.0033,3299,0,3299,0,3299,0
509,Nombre509,CAM,LIC-EJDE-17,LI,AS,,9525.61,0,0,9525.61,2374.15,7151.46,2537.46,2,2307,0,2307,2307,0,100,2307,0,2307,0.24,2306.76,0.0104,2307,0,2307,0,2307,0,2307,0,2307,0,2307,0
510,Nombre510,CAM,LIC-EJDE-17,LI,AS,4,9516,0,0,9516,6748.54,2767.46,0,0,2307,922.8,1384.2,1384.2,0,100,2307,922.8,1384.2,1384.2,0,100,2307,922.8,1384.2,0.94,1383.26,0.0679,2307,922.8,1384.2,0,1384.2,0
511,Nombre511,CAM,LIC-EJAD-17,LI,AS,,9232.5,0,0,9232.5,4568.64,4663.86,49.86,2,2307,0,2307,2307,0,100,2307,0,2307,2261.64,45.36,98.03,2307,0,2307,0,2307,0,2307,0,2307,0,2307,0
512,Nombre512,CAM,LIC-EJAD-17,LI,AS,403,549.5,0,0,549.5,5815.74,-5266.24,-4015.24,3,0,625.5,-625.5,1459.5,-2085,-233,0,625.5,-625.5,1129.24,-1754.74,-180,0,625.5,-625.5,0,-625.5,0,0,625.5,-625.5,0,-625.5,0
513,Nombre513,CAM,LIC-ADTU-10,LI,AS,,14044,0,0,14044,7146,6898,0.11,1,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,3299,0,100,3299,0,3299,0.11,3298.89,0.0033,3299,0,3299,0,3299,0
514,Nombre514,CAM,LIC-EDFI-18,LI,AS,,14270.9,0,0,14270.9,4044.1,10226.8,3628.8,4,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,0.21,3298.79,0.0063,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0
515,Nombre515,CAM,LIC-EJDE-17,LI,AS,,9458.6,0,0,9458.6,2308,7150.6,2536.6,2,2307,0,2307,2307,0,100,2307,0,2307,1,2306,0.0433,2307,0,2307,0,2307,0,2307,0,2307,0,2307,0
516,Nombre516,CAM,LIC-EJCO-17,LI,AS,,9458.6,0,0,9458.6,2308,7150.6,2536.6,2,2307,0,2307,2307,0,100,2307,0,2307,1,2306,0.0433,2307,0,2307,0,2307,0,2307,0,2307,0,2307,0
517,Nombre517,CAM,MAE-JUIC-15,MA,PT,,15424,0,0,15424,6772,11352,3784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,Nombre518,CAM,LIC-EJCO-17,LI,AS,,9458.6,0,0,9458.6,2308,7150.6,2536.6,2,2307,0,2307,2307,0,100,2307,0,2307,1,2306,0.0433,2307,0,2307,0,2307,0,2307,0,2307,0,2307,0
519,Nombre519,CAM,LIC-DSGD-18,LI,AS,,14701.7,0,0,14701.7,4326,10375.7,3681.7,3,3750,0,3750,3749.93,0.07,99.99,3347,0,3347,0.07,3346.93,0.002,3347,0,3347,0,3347,0,3347,0,3347,0,3347,0
520,Nombre520,CAM,LIC-MEES-18,LI,AS,,14464.05,0,0,14464.05,7770.05,6694,0,0,3750,0,3750,3750,0,100,3347,0,3347,3347,0,100,3347,0,3347,0,3347,0,3347,0,3347,0,3347,0
521,Nombre521,CAM,MAE-EDUC-15,MA,EG,,23659,0,0,23659,23659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,Nombre522,CAM,LIC-EJAD-17,LI,AS,,9837,0,0,9837,2085,7752,2750,2,2084,0,2084,2084,0,100,2501,0,2501,1,2500,0.0399,2501,0,2501,0,2501,0,2501,0,2501,0,2501,0
523,Nombre523,CAM,LIC-EJAD-17,LI,AS,403,9875,0,0,9875,6374.1,3500.9,0,0,2084,625.2,1458.8,1458.8,0,100,2501,750.3,1750.7,1750.7,0,100,2501,750.3,1750.7,0.5,1750.2,0.0285,2501,750.3,1750.7,0,1750.7,0
524,Nombre524,CAM,LIC-EJAD-17,LI,AS,404,8336,0,0,8336,5836.1,2499.9,0,0,2084,833.6,1250.4,1250.4,0,100,2084,833.6,1250.4,1250.4,0,100,2084,833.6,1250.4,0.9,1249.5,0.0719,2084,833.6,1250.4,0,1250.4,0
525,Nombre525,CAM,LIC-EJAD-17,LI,AS,400,8752,0,0,8752,4732.2,4019.8,0,0,2116,105.8,2010.2,2010.2,0,100,2116,105.8,2010.2,2010.2,0,100,2116,105.8,2010.2,0.6,2009.6,0.0298,2116,105.8,2010.2,0,2010.2,0
526,Nombre526,CAM,LIC-EJDE-17,LI,AS,,8464,0,0,8464,4232,4232,0,0,2116,0,2116,2116,0,100,2116,0,2116,2116,0,100,2116,0,2116,0,2116,0,2116,0,2116,0,2116,0
527,Nombre527,CAM,LIC-EJDE-17,LI,AS,,8811,0,0,8811,4579,4232,0,0,2116,0,2116,2116,0,100,2116,0,2116,2116,0,100,2116,0,2116,0,2116,0,2116,0,2116,0,2116,0
528,Nombre528,CAM,LIC-EJCO-17,LI,AS,401,8464,0,342.79,8121.21,8121.42,0,0,0,2116,211.6,1904.4,1904.4,0,100,2116,211.6,1904.4,1904.4,0,100,2116,211.6,1904.4,1904.4,0,100,2116,211.6,1904.4,1904.4,0,100
529,Nombre529,CAM,LIC-EJAD-17,LI,AS,402,8464,0,304.68,8159.32,8160.01,0,0,0,2116,423.2,1692.8,1692.8,0,100,2116,423.2,1692.8,1692.8,0,100,2116,423.2,1692.8,1692.8,0,100,2116,423.2,1692.8,1692.8,0,100
530,Nombre530,CAM,LIC-EJDE-17,LI,AS,402,8464,0,304.68,8159.32,8160.01,0,0,0,2116,423.2,1692.8,1692.8,0,100,2116,423.2,1692.8,1692.8,0,100,2116,423.2,1692.8,1692.8,0,100,2116,423.2,1692.8,1692.8,0,100
531,Nombre531,CAM,LIC-EJDE-17,LI,AS,401,8641.7,0,0,8641.7,3090.24,5551.46,1996.58,3,2116,338.56,1777.44,1736,41.44,97.66,2116,338.56,1777.44,0,1777.44,0,2116,338.56,1777.44,0,1777.44,0,2116,338.56,1777.44,0,1777.44,0
532,Nombre532,CAM,LIC-DSGD-18,LI,AS,401,14290,0,0,14290,8397.8,5892.2,0,0,3682,552.3,3129.7,3129.7,0,100,3290,493.5,2796.5,2796.5,0,100,3290,493.5,2796.5,0.8,2795.7,0.0286,3290,493.5,2796.5,0,2796.5,0
533,Nombre533,CAM,LIC-ADME-18,LI,AS,401,14290,0,0,14290,8397.8,5892.2,0,0,3682,552.3,3129.7,3129.7,0,100,3290,493.5,2796.5,2796.5,0,100,3290,493.5,2796.5,0.8,2795.7,0.0286,3290,493.5,2796.5,0,2796.5,0
534,Nombre534,CAM,LIC-DERE-18,LI,AS,402,14290,0,444.08,13845.92,12718.41,1127.51,150,1,3682,736.4,2945.6,2945.6,0,100,3290,658,2632,2632,0,100,3290,658,2632,2632,0,100,3290,658,2632,1954.49,677.51,74.25
535,Nombre535,CAM,LIC-MEES-18,LI,AS,402,14404,0,229.81,14174.19,14174.75,0,0,0,3682,1841,1841,1841,0,100,3290,1645,1645,1645,0,100,3290,1645,1645,1645,0,100,3290,1645,1645,1645,0,100
536,Nombre536,CAM,LIC-DAEM-15,LI,AS,402,14569.7,0,0,14569.7,5266.8,9302.9,3409.9,4,3682,552.3,3129.7,2946,183.7,94.13,3290,493.5,2796.5,0,2796.5,0,3290,493.5,2796.5,0,2796.5,0,3290,493.5,2796.5,0,2796.5,0
537,Nombre537,CAM,LIC-CTCO-18,LI,AS,402,14128,0,0,14128,8864.4,5263.6,0,0,3682,736.4,2945.6,2945.6,0,100,3290,658,2632,2632,0,100,3290,658,2632,0.4,2631.6,0.0151,3290,658,2632,0,2632,0
538,Nombre538,CAM,LIC-COFI-18,LI,AS,402,13840,0,0,13840,8576.4,5263.6,0,0,3682,736.4,2945.6,2945.6,0,100,3290,658,2632,2632,0,100,3290,658,2632,0.4,2631.6,0.0151,3290,658,2632,0,2632,0
539,Nombre539,CAM,LIC-DSGD-18,LI,BI,,,0,0,,3610,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
540,Nombre540,CAM,LIC-EJME-17,LI,AS,404,9564.42,0,0,9564.42,6792.42,2772,0,0,2310,924,1386,1386,0,100,2310,924,1386,1386,0,100,2310,924,1386,0,1386,0,2310,924,1386,0,1386,0
541,Nombre541,CAM,MAE-MERD-15,MA,AS,402,15300,0,0,15300,9563,5737,0,0,3825,956.25,2868.75,2868.75,0,100,3825,956.25,2868.75,2868.75,0,100,3825,956.25,2868.75,0.5,2868.25,0.0174,3825,956.25,2868.75,0,2868.75,0
542,Nombre542,CAM,LIC-EJAD-17,LI,AS,401,9528,0,0,9528,5601.01,3926.99,0,0,2310,346.5,1963.5,1963.5,0,100,2310,346.5,1963.5,1963.5,0,100,2310,346.5,1963.5,0.01,1963.49,0.0005,2310,346.5,1963.5,0,1963.5,0
543,Nombre543,CAM,MAE-DEMP-10,MA,AS,402,15586.9,0,0,15586.9,6638,8948.9,3211.4,3,3825,956.25,2868.75,2813,55.75,98.05,3825,956.25,2868.75,0,2868.75,0,3825,956.25,2868.75,0,2868.75,0,3825,956.25,2868.75,0,2868.75,0
544,Nombre544,CAM,LIC-COFI-18,LI,AS,402,14170.76,0,0,14170.76,3844.74,10326.02,4733.02,3,3682,552.3,3129.7,1472.88,1656.82,47.06,3290,493.5,2796.5,0,2796.5,0,3290,493.5,2796.5,0,2796.5,0,3290,493.5,2796.5,0,2796.5,0
