ID,NOMBRE,SEDE,PROG,NIVEL,Estatus,% BECA,CARGOS,ECA,DEPP,AJUSTADO,PAGADO,SALDO,SALDO VENCIDO,NCV,C,B,A,P,S,%,C,B,A,P,S,%,C,B,A,P,S,%,C,B,A,P,S,%
1276,Nombre1276,CAM,LIC-MEES-15,LI,AS,,13965,0,0,13965,7187,6778,0.34,1,3798,0,3798,3797.66,0.34,99.99,3389,0,3389,3389,0,100,3389,0,3389,0.34,3388.66,0.01,3389,0,3389,0,3389,0
1277,Nombre1277,CAM,LIC-EJCO-17,LI,AS,,9528,0,0,9528,4764.5,4763.5,0,0,2382,0,2382,2382,0,100,2382,0,2382,2382,0,100,2382,0,2382,0.5,2381.5,0.0209,2382,0,2382,0,2382,0
1278,Nombre1278,CAM,LIC-EJDE-17,LI,AS,700,9528,0,0,9528,4812.29,4715.71,0,0,2382,23.82,2358.18,2358.18,0,100,2382,23.82,2358.18,2358.18,0,100,2382,23.82,2358.18,0.65,2357.53,0.0275,2382,23.82,2358.18,0,2358.18,0
1279,Nombre1279,CAM,LIC-EJME-17,LI,AS,,9597.07,0,0,9597.07,9167.81,429.26,0.5,1,2382,0,2382,2381.5,0.5,99.97,2382,0,2382,2382,0,100,2382,0,2382,2382,0,100,2382,0,2382,1953.24,428.76,82
1280,Nombre1280,CAM,LIC-EJDE-17,LI,AS,,12172.77,0,0,12172.77,5704.77,6468,0,0,2310,0,2310,2310,0,100,3234,0,3234,3234,0,100,3234,0,3234,0,3234,0,3234,0,3234,0,3234,0
1281,Nombre1281,CAM,LIC-ADME-15,LI,AS,,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,
1282,Nombre1282,CAM,LIC-EJDE-17,LI,AS,403,8896.86,0,0,8896.86,5896.66,3000.2,0,0,2143,642.9,1500.1,1500.1,0,100,2143,642.9,1500.1,1500.1,0,100,2143,642.9,1500.1,0,1500.1,0,2143,642.9,1500.1,0,1500.1,0
1283,Nombre1283,CAM,LIC-EJCO-17,LI,AS,,11739.79,0,0,11739.79,5953.79,5786,0.18,1,2143,0,2143,2142.82,0.18,99.99,2143,0,2143,2143,0,100,2143,0,2143,0.18,2142.82,0.0083,2143,0,2143,0,2143,0
1284,Nombre1284,CAM,LIC-EJCO-17,LI,BR,,3000,0,0,3000,0,3000,1500,2,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,
1285,Nombre1285,CAM,LIC-EJCO-17,LI,AS,,8634.15,0,0,8634.15,4348.15,4286,0.18,1,2143,0,2143,2142.82,0.18,99.99,2143,0,2143,2143,0,100,2143,0,2143,0.18,2142.82,0.0083,2143,0,2143,0,2143,0
1286,Nombre1286,CAM,LIC-EJDE-17,LI,AS,2,10374.46,0,0,10374.46,3999.19,6375.27,2261.67,2,2143,428.6,1714.4,1714.4,0,100,2571,514.2,2056.8,0.73,2056.07,0.0354,2571,514.2,2056.8,0,2056.8,0,2571,514.2,2056.8,0,2056.8,0
1287,Nombre1287,CAM,LIC-EJME-17,LI,AS,702,9965.37,0,0,9965.37,5851.77,4113.6,0,0,2143,428.6,1714.4,1714.4,0,100,2571,514.2,2056.8,2056.8,0,100,2571,514.2,2056.8,0,2056.8,0,2571,514.2,2056.8,0,2056.8,0
1288,Nombre1288,CAM,LIC-EJDE-17,LI,AS,,13113,0,0,13113,2633,10219.6,3577.6,4,2143,0,2143,2142.82,0.18,99.99,2571,0,2571,0.58,2570.42,0.0225,2571,0,2571,0,2571,0,2571,0,2571,0,2571,0
1289,Nombre1289,CAM,LIC-EJME-17,LI,AS,,8572,0,0,8572,4286.02,4285.98,0.18,1,2143,0,2143,2142.82,0.18,99.99,2143,0,2143,2143,0,100,2143,0,2143,0.2,2142.8,0.0093,2143,0,2143,0,2143,0
1290,Nombre1290,CAM,LIC-EJDE-17,LI,AS,401,8890,0,316.28,8573.72,8786.52,0,0,0,2143,385.74,1757.26,1757.26,0,100,2057,370.26,1686.74,1686.74,0,100,2057,370.26,1686.74,1686.74,0,100,2057,370.26,1686.74,1686.74,0,100
1291,Nombre1291,CAM,LIC-EJDE-17,LI,AS,401,9241.4,0,0,9241.4,3894.22,5347.18,1731.28,2,2127,319.05,1807.95,1807.95,0,100,2127,319.05,1807.95,234.07,1573.88,12.94,2127,319.05,1807.95,0,1807.95,0,2127,319.05,1807.95,0,1807.95,0
1292,Nombre1292,CAM,LIC-DERE-18,LI,AS,,14673.9,0,0,14673.9,3813,10860.9,3962.9,4,3697,0,3697,3513,184,95.02,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0
1293,Nombre1293,CAM,LIC-DSGD-18,LI,AS,,14031.11,0,0,14031.11,3804.1,10227.01,3629.01,3,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0
1294,Nombre1294,CAM,LIC-DERE-18,LI,AS,402,13840,0,0,13840,8576.16,5263.84,0,0,3682,736.4,2945.6,2945.6,0,100,3290,658,2632,2632,0,100,3290,658,2632,0.16,2631.84,0.006,3290,658,2632,0,2632,0
1295,Nombre1295,CAM,LIC-DERE-18,LI,AS,,13594,0,0,13594,6996,6598,0.11,1,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,3299,0,100,3299,0,3299,0.11,3298.89,0.0033,3299,0,3299,0,3299,0
1296,Nombre1296,CAM,LIC-DERE-18,LI,AS,401,14044,0,0,14044,8502.04,5541.96,0,0,3697,591.52,3105.48,3105.48,0,100,3299,527.84,2771.16,2771.16,0,100,3299,527.84,2771.16,0.36,2770.8,0.0129,3299,527.84,2771.16,0,2771.16,0
1297,Nombre1297,CAM,LIC-DAEM-15,LI,AS,403,14332,0,385.98,13946.02,13947.03,0,0,0,3697,1293.95,2403.05,2403.05,0,100,3299,1154.65,2144.35,2144.35,0,100,3299,1154.65,2144.35,2144.35,0,100,3299,1154.65,2144.35,2144.35,0,100
1298,Nombre1298,CAM,LIC-DERE-18,LI,AS,,13796.89,0,0,13796.89,7198.89,6598,0.11,1,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,3299,0,100,3299,0,3299,0.11,3298.89,0.0033,3299,0,3299,0,3299,0
1299,Nombre1299,CAM,LIC-MEES-18,LI,AS,403,13662.31,0,0,13662.31,9374.19,4288.12,0,0,3697,1293.95,2403.05,2403.05,0,100,3299,1154.65,2144.35,2144.35,0,100,3299,1154.65,2144.35,0.58,2143.77,0.027,3299,1154.65,2144.35,0,2144.35,0
1300,Nombre1300,CAM,LIC-ADTU-10,LI,AS,,14044,0,0,14044,7146,6898,0.11,1,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,3299,0,100,3299,0,3299,0.11,3298.89,0.0033,3299,0,3299,0,3299,0
1301,Nombre1301,CAM,LIC-CTCO-18,LI,AS,403,14332,0,0,14332,9414.2,4917.8,0,0,3697,1109.1,2587.9,2587.9,0,100,3299,989.7,2309.3,2309.3,0,100,3299,989.7,2309.3,0.8,2308.5,0.0346,3299,989.7,2309.3,0,2309.3,0
1302,Nombre1302,CAM,LIC-COFI-18,LI,AS,405,13594,0,0,13594,10498.14,4745.36,0,0,3697,1848.5,1848.5,1848.5,0,100,3299,1649.5,1649.5,1649.5,0,100,3299,1649.5,1649.5,203.14,1446.36,12.31,3299,1649.5,1649.5,-1649.5,3299,-100
1303,Nombre1303,CAM,LIC-EJCO-17,LI,AS,402,9412.5,0,0,9412.5,3691.6,5720.9,2029.7,2,2307,461.4,1845.6,1845.6,0,100,2307,461.4,1845.6,0.4,1845.2,0.0216,2307,461.4,1845.6,0,1845.6,0,2307,461.4,1845.6,0,1845.6,0
1304,Nombre1304,CAM,LIC-DERE-18,LI,AS,,14044,0,0,14044,7146,6898,0.11,1,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,3299,0,100,3299,0,3299,0.11,3298.89,0.0033,3299,0,3299,0,3299,0
1305,Nombre1305,CAM,LIC-EJME-17,LI,AS,,10694.27,0,0,10694.27,5156.27,5538,0,0,2307,0,2307,2307,0,100,2769,0,2769,2769,0,100,2769,0,2769,0,2769,0,2769,0,2769,0,2769,0
1306,Nombre1306,CAM,LIC-EDFI-18,LI,AS,,11169,0,0,11169,6419,4750,0.11,1,3697,0,3697,3696.89,0.11,99.99,2375,0,2375,2375,0,100,2375,0,2375,0.11,2374.89,0.0046,2375,0,2375,0,2375,0
1307,Nombre1307,CAM,LIC-CTCO-18,LI,AS,,14373.9,0,0,14373.9,3697,10676.9,3778.9,4,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,0.11,3298.89,0.0033,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0
1308,Nombre1308,CAM,LIC-DERE-18,LI,AS,401,13882,0,0,13882,7944.4,5937.6,0,0,3697,369.7,3327.3,3327.3,0,100,3299,329.9,2969.1,2969.1,0,100,3299,329.9,2969.1,0.6,2968.5,0.0202,3299,329.9,2969.1,0,2969.1,0
1309,Nombre1309,CAM,LIC-EJDE-17,LI,AS,400,9516,0,0,9516,5271.7,4244.3,0,0,2307,184.56,2122.44,2122.44,0,100,2307,184.56,2122.44,2122.44,0,100,2307,184.56,2122.44,0.58,2121.86,0.0273,2307,184.56,2122.44,0,2122.44,0
1310,Nombre1310,CAM,LIC-DSGD-18,LI,AS,,14223.9,0,0,14223.9,3997,10226.9,3628.9,3,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,0.11,3298.89,0.0033,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0
1311,Nombre1311,CAM,LIC-EDFI-18,LI,AS,,14044,0,0,14044,7146,6898,0.11,1,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,3299,0,100,3299,0,3299,0.11,3298.89,0.0033,3299,0,3299,0,3299,0
1312,Nombre1312,CAM,LIC-COFI-18,LI,AS,404,13882,0,0,13882,9924.09,3957.91,0,0,3697,1478.8,2218.2,2218.2,0,100,3299,1319.6,1979.4,1979.4,0,100,3299,1319.6,1979.4,0.89,1978.51,0.0449,3299,1319.6,1979.4,0,1979.4,0
1313,Nombre1313,CAM,LIC-DERE-18,LI,AS,,14373.9,0,0,14373.9,3697,10676.9,3778.9,4,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,0.11,3298.89,0.0033,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0
1314,Nombre1314,CAM,LIC-COFI-18,LI,AS,1,14015.5,0,0,14015.5,5555.92,8459.58,3049.22,3,3697,665.46,3031.54,2958,73.54,97.57,3299,593.82,2705.18,0,2705.18,0,3299,593.82,2705.18,0,2705.18,0,3299,593.82,2705.18,0,2705.18,0
1315,Nombre1315,CAM,LIC-DERE-18,LI,AS,,13594,0,0,13594,6996,6598,0,0,3697,0,3697,3697,0,100,3299,0,3299,3299,0,100,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0
1316,Nombre1316,CAM,LIC-EJDE-17,LI,AS,400,9804,0,0,9804,5328.84,4475.16,0,0,2307,69.21,2237.79,2237.79,0,100,2307,69.21,2237.79,2237.79,0,100,2307,69.21,2237.79,0.42,2237.37,0.0187,2307,69.21,2237.79,0,2237.79,0
1317,Nombre1317,CAM,LIC-COFI-18,LI,AS,,14373.9,0,0,14373.9,3696.89,10677.01,3779.01,4,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0
1318,Nombre1318,CAM,LIC-EJCO-17,LI,AS,,9240,0,0,9240,4620,4620,0,0,2310,0,2310,2310,0,100,2310,0,2310,2310,0,100,2310,0,2310,0,2310,0,2310,0,2310,0,2310,0
1319,Nombre1319,CAM,MAE-EDUC-15,MA,PT,,15136,0,0,15136,11352,3784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,Nombre1320,CAM,LIC-DSGD-18,LI,AS,402,13882,0,445.35,13436.65,13437.51,0,0,0,3697,924.25,2772.75,2772.75,0,100,3299,824.75,2474.25,2474.25,0,100,3299,824.75,2474.25,2474.25,0,100,3299,824.75,2474.25,2474.25,0,100
1321,Nombre1321,CAM,LIC-COFI-18,LI,AS,,13914.46,0,504.76,13409.7,11370.76,2038.94,0,0,3697,0,3697,3697,0,100,3299,0,3299,3299,0,100,3299,0,3299,3299,0,100,3299,0,3299,1260.06,2038.94,38.19
1322,Nombre1322,CAM,LIC-EJAD-17,LI,AS,402,9401,0,0,9401,3923,5478,2017.5,3,2307,576.75,1730.25,1616,114.25,93.39,2307,576.75,1730.25,0,1730.25,0,2307,576.75,1730.25,0,1730.25,0,2307,576.75,1730.25,0,1730.25,0
1323,Nombre1323,CAM,LIC-DSGD-18,LI,AS,401,14190.28,0,475.07,13715.21,13035.65,679.56,0,0,3697,554.55,3142.45,3142.45,0,100,3299,494.85,2804.15,2804.15,0,100,3299,494.85,2804.15,2804.15,0,100,3299,494.85,2804.15,2124.59,679.56,75.76
1324,Nombre1324,CAM,MAE-EDUC-15,MA,PT,,15136,0,0,15136,7568,7568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,Nombre1325,CAM,MAE-MADN-15,MA,PT,,15355.48,0,0,15355.48,7787.48,7568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,Nombre1326,CAM,LIC-EJME-17,LI,AS,401,9528,0,0,9528,5601.01,3926.99,0,0,2310,346.5,1963.5,1963.5,0,100,2310,346.5,1963.5,1963.5,0,100,2310,346.5,1963.5,0.01,1963.49,0.0005,2310,346.5,1963.5,0,1963.5,0
1327,Nombre1327,CAM,MAE-JUIC-15,MA,PT,,15424,0,0,15424,6772,11352,3784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,Nombre1328,CAM,MAE-EDUC-15,MA,PT,,15136,0,0,15136,7860,7276.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,Nombre1329,CAM,LIC-ADME-18,LI,AS,401,14314.5,0,0,14314.5,5293.87,9020.63,3310.27,4,3697,665.46,3031.54,2846.95,184.59,93.91,3299,593.82,2705.18,0,2705.18,0,3299,593.82,2705.18,0,2705.18,0,3299,593.82,2705.18,0,2705.18,0
1330,Nombre1330,CAM,LIC-EJAD-17,LI,AS,404,9654.3,0,0,9654.3,5364.34,4289.96,1521.56,2,2307,922.8,1384.2,1384.2,0,100,2307,922.8,1384.2,0.94,1383.26,0.0679,2307,922.8,1384.2,0,1384.2,0,2307,922.8,1384.2,0,1384.2,0
1331,Nombre1331,CAM,LIC-EDFI-18,LI,AS,404,14241.9,0,0,14241.9,7656.6,6585.3,2326.5,3,3697,1478.8,2218.2,2218.2,0,100,3299,1319.6,1979.4,0.8,1978.6,0.0404,3299,1319.6,1979.4,0,1979.4,0,3299,1319.6,1979.4,0,1979.4,0
1332,Nombre1332,CAM,LIC-EJDE-17,LI,AS,402,9228,0,0,9228,5768,3460,0,0,2307,576.75,1730.25,1730.25,0,100,2307,576.75,1730.25,1730.25,0,100,2307,576.75,1730.25,0.5,1729.75,0.0288,2307,576.75,1730.25,0,1730.25,0
1333,Nombre1333,CAM,LIC-EJAD-17,LI,AS,404,8716.51,0,0,8716.51,6215.71,2500.8,0,0,2084,833.6,1250.4,1250.4,0,100,2084,833.6,1250.4,1250.4,0,100,2084,833.6,1250.4,0,1250.4,0,2084,833.6,1250.4,0,1250.4,0
1334,Nombre1334,CAM,LIC-EJAD-17,LI,AS,401,8624,0,0,8624,5082.14,3541.86,0,0,2084,312.6,1771.4,1771.4,0,100,2084,312.6,1771.4,1771.4,0,100,2084,312.6,1771.4,0.94,1770.46,0.053,2084,312.6,1771.4,0,1771.4,0
1335,Nombre1335,CAM,LIC-EJAD-17,LI,AS,401,8801,0,0,8801,3311.08,5489.92,1947.12,2,2084,312.6,1771.4,1771.4,0,100,2084,312.6,1771.4,1.28,1770.12,0.0722,2084,312.6,1771.4,0,1771.4,0,2084,312.6,1771.4,0,1771.4,0
1336,Nombre1336,CAM,LIC-DERE-18,LI,AS,,14241,0,0,14241,7247.53,6993.47,0,0,3750,0,3750,3750,0,100,3347,0,3347,3347,0,100,3347,0,3347,0.53,3346.47,0.0158,3347,0,3347,0,3347,0
1337,Nombre1337,CAM,LIC-EJCO-17,LI,AS,402,8336,0,0,8336,5210,3126,0,0,2084,521,1563,1563,0,100,2084,521,1563,1563,0,100,2084,521,1563,0,1563,0,2084,521,1563,0,1563,0
1338,Nombre1338,CAM,LIC-EJCO-17,LI,AS,402,8336,0,0,8336,5335.08,3000.92,0,0,2084,583.52,1500.48,1500.48,0,100,2084,583.52,1500.48,1500.48,0,100,2084,583.52,1500.48,0.04,1500.44,0.0026,2084,583.52,1500.48,0,1500.48,0
1339,Nombre1339,CAM,LIC-ADME-18,LI,AS,402,16569.3,0,0,16569.3,6159.6,10409.7,3684.1,3,3750,750,3000,3000,0,100,4016,803.2,3212.8,0,3212.8,0,4016,803.2,3212.8,0,3212.8,0,4016,803.2,3212.8,0,3212.8,0
1340,Nombre1340,CAM,LIC-EJDE-17,LI,AS,,8675.6,0,0,8675.6,971.35,7704.25,3472.25,3,2116,0,2116,971.35,1144.65,45.9,2116,0,2116,0,2116,0,2116,0,2116,0,2116,0,2116,0,2116,0,2116,0
1341,Nombre1341,CAM,LIC-EJCO-17,LI,AS,,9022.5,0,0,9022.5,2464,6558.5,2326.5,2,2116,0,2116,2116,0,100,2116,0,2116,1,2115,0.0472,2116,0,2116,0,2116,0,2116,0,2116,0,2116,0
1342,Nombre1342,CAM,LIC-EJCO-17,LI,AS,401,8643.8,0,0,8643.8,3068.61,5575.19,1977.99,2,2116,317.4,1798.6,1798.6,0,100,2116,317.4,1798.6,0.41,1798.19,0.0227,2116,317.4,1798.6,0,1798.6,0,2116,317.4,1798.6,0,1798.6,0
1343,Nombre1343,CAM,MAE-MERD-15,MA,AS,401,16116,0,0,16116,9231.64,6884.36,0,0,3957,514.41,3442.59,3442.59,0,100,3957,514.41,3442.59,3442.59,0,100,3957,514.41,3442.59,0.82,3441.77,0.0238,3957,514.41,3442.59,0,3442.59,0
1344,Nombre1344,CAM,LIC-EJDE-17,LI,AS,,8464,0,0,8464,4232.01,4231.99,0,0,2116,0,2116,2116,0,100,2116,0,2116,2116,0,100,2116,0,2116,0.01,2115.99,0.0004,2116,0,2116,0,2116,0
1345,Nombre1345,CAM,LIC-EJCO-17,LI,AS,401,8643.9,0,0,8643.9,2963.6,5680.3,2083.1,3,2116,317.4,1798.6,1694,104.6,94.18,2116,317.4,1798.6,0,1798.6,0,2116,317.4,1798.6,0,1798.6,0,2116,317.4,1798.6,0,1798.6,0
1346,Nombre1346,CAM,LIC-EJCO-17,LI,AS,402,8464,0,0,8464,5078.8,3385.2,0,0,2116,423.2,1692.8,1692.8,0,100,2116,423.2,1692.8,1692.8,0,100,2116,423.2,1692.8,0.4,1692.4,0.0236,2116,423.2,1692.8,0,1692.8,0
1347,Nombre1347,CAM,MAE-EDUC-15,MA,AS,,15606,0,0,15606,4032,11574,5454,3,6120,0,6120,4032,2088,65.88,3060,0,3060,0,3060,0,3060,0,3060,0,3060,0,3060,0,3060,0,3060,0
1348,Nombre1348,CAM,MAE-DEMP-10,MA,AS,105,15779.2,0,0,15779.2,9851,5928.2,2103.2,2,3825,1912.5,1912.5,1912.5,0,100,3825,1912.5,1912.5,0.5,1912,0.0261,3825,1912.5,1912.5,0,1912.5,0,3825,1912.5,1912.5,0,1912.5,0
1349,Nombre1349,CAM,LIC-DSGD-18,LI,AS,401,14578,0,0,14578,8685.05,5892.95,0,0,3682,552.3,3129.7,3129.7,0,100,3290,493.5,2796.5,2796.5,0,100,3290,493.5,2796.5,0.05,2796.45,0.0017,3290,493.5,2796.5,0,2796.5,0
1350,Nombre1350,CAM,LIC-DERE-18,LI,AS,,14578,0,0,14578,7698,6880,0,0,3682,0,3682,3682,0,100,3290,0,3290,3290,0,100,3290,0,3290,0,3290,0,3290,0,3290,0,3290,0
1351,Nombre1351,CAM,LIC-DSGD-18,LI,AS,401,14569.6,0,0,14569.6,5451.42,9118.18,3225.18,3,3682,552.3,3129.7,3129.7,0,100,3290,493.5,2796.5,0.92,2795.58,0.0328,3290,493.5,2796.5,0,2796.5,0,3290,493.5,2796.5,0,2796.5,0
1352,Nombre1352,CAM,LIC-EJME-17,LI,AS,401,9528,0,0,9528,5370.5,4157.5,0,0,2310,115.5,2194.5,2194.5,0,100,2310,115.5,2194.5,2194.5,0,100,2310,115.5,2194.5,116,2078.5,5.285,2310,115.5,2194.5,115.5,2079,5.263
1353,Nombre1353,CAM,LIC-MEES-18,LI,AS,401,14290,0,0,14290,8068.62,6221.38,0,0,3682,368.2,3313.8,3313.8,0,100,3290,329,2961,2961,0,100,3290,329,2961,0.62,2960.38,0.0209,3290,329,2961,0,2961,0
1354,Nombre1354,CAM,LIC-COFI-18,LI,AS,402,14128,0,0,14128,8535.56,5592.44,0,0,3682,552.3,3129.7,3129.7,0,100,3290,493.5,2796.5,2796.5,0,100,3290,493.5,2796.5,0.56,2795.94,0.02,3290,493.5,2796.5,0,2796.5,0
1355,Nombre1355,CAM,LIC-DAEM-15,LI,AS,401,14290,0,0,14290,8397.8,5892.2,0,0,3682,552.3,3129.7,3129.7,0,100,3290,493.5,2796.5,2796.5,0,100,3290,493.5,2796.5,0.8,2795.7,0.0286,3290,493.5,2796.5,0,2796.5,0
1356,Nombre1356,CAM,LIC-DERE-18,LI,AS,401,13840,0,0,13840,8247.7,5592.3,0,0,3682,368.2,3313.8,3313.8,0,100,3290,329,2961,2961,0,100,3290,329,2961,165.2,2795.8,5.579,3290,329,2961,164.5,2796.5,5.555
1357,Nombre1357,CAM,LIC-DAEM-15,LI,AS,401,14617.81,0,503.36,14114.45,13664.46,450,150,1,3682,552.3,3129.7,3129.7,0,100,3290,493.5,2796.5,2796.5,0,100,3290,493.5,2796.5,2796.5,0,100,3290,493.5,2796.5,2796.5,0,100
1358,Nombre1358,CAM,LIC-EJDE-17,LI,AS,401,9528,0,0,9528,5370,4158,0,0,2310,231,2079,2079,0,100,2310,231,2079,2079,0,100,2310,231,2079,0,2079,0,2310,231,2079,0,2079,0
1359,Nombre1359,CAM,LIC-EJDE-17,LI,AS,401,9735.9,0,0,9735.9,3176.01,6559.89,2401.89,3,2310,231,2079,1964.01,114.99,94.46,2310,231,2079,0,2079,0,2310,231,2079,0,2079,0,2310,231,2079,0,2079,0
1360,Nombre1360,CAM,LIC-CTCO-18,LI,AS,402,13840,0,444.12,13395.88,13395.99,0,0,0,3682,920.5,2761.5,2761.5,0,100,3290,822.5,2467.5,2467.5,0,100,3290,822.5,2467.5,2467.5,0,100,3290,822.5,2467.5,2467.5,0,100
1361,Nombre1361,CAM,LIC-COFI-18,LI,AS,402,14536.7,0,0,14536.7,6438,8098.7,2863.7,3,3682,920.5,2761.5,2761.5,0,100,3290,822.5,2467.5,0.5,2467,0.0202,3290,822.5,2467.5,0,2467.5,0,3290,822.5,2467.5,0,2467.5,0
1362,Nombre1362,CAM,LIC-EJCO-17,LI,AS,401,9528,0,0,9528,5139,4389,0,0,2310,115.5,2194.5,2194.5,0,100,2310,115.5,2194.5,2194.5,0,100,2310,115.5,2194.5,0,2194.5,0,2310,115.5,2194.5,0,2194.5,0
1363,Nombre1363,CAM,MAE-EDUC-15,MA,AS,109,12065.23,0,0,12065.23,11477.63,587.6,0,0,2938,2644.2,293.8,293.8,0,100,2938,2644.2,293.8,293.8,0,100,2938,2644.2,293.8,0,293.8,0,2938,2644.2,293.8,0,293.8,0
1364,Nombre1364,CAM,LIC-DERE-18,LI,AS,402,14191.64,0,0,14191.64,5848.49,8343.15,3079.15,3,3682,736.4,2945.6,2761.65,183.95,93.75,3290,658,2632,0,2632,0,3290,658,2632,0,2632,0,3290,658,2632,0,2632,0
1365,Nombre1365,CAM,MAE-EDUC-15,MA,AS,402,12283.64,0,0,12283.64,6480.44,5803.2,1885.7,2,2938,979.25,1958.75,1958.75,0,100,2938,979.25,1958.75,244.45,1714.3,12.47,2938,979.25,1958.75,0,1958.75,0,2938,979.25,1958.75,0,1958.75,0
1366,Nombre1366,CAM,LIC-DAEM-15,LI,AS,402,14553.2,0,0,14553.2,5944.4,8608.8,3044.8,3,3682,736.4,2945.6,2945.6,0,100,3290,658,2632,0.4,2631.6,0.0151,3290,658,2632,0,2632,0,3290,658,2632,0,2632,0
1367,Nombre1367,CAM,MAE-JUIC-15,MA,AS,401,15784.93,0,0,15784.93,9282.43,6502.5,0,0,3825,573.75,3251.25,3251.25,0,100,3825,573.75,3251.25,3251.25,0,100,3825,573.75,3251.25,0,3251.25,0,3825,573.75,3251.25,0,3251.25,0
1368,Nombre1368,CAM,MAE-MADN-15,MA,AS,404,15300,0,344.25,14955.75,14191.99,763.76,0,0,3825,1721.25,2103.75,2103.75,0,100,3825,1721.25,2103.75,2103.75,0,100,3825,1721.25,2103.75,2103.75,0,100,3825,1721.25,2103.75,1339.99,763.76,63.69
1369,Nombre1369,CAM,LIC-DERE-18,LI,AS,,11935.4,0,0,11935.4,5802,6133.4,741.4,2,3780,0,3780,3780,0,100,2696,0,2696,2022,674,75,2696,0,2696,0,2696,0,2696,0,2696,0,2696,0
1370,Nombre1370,CAM,LIC-EJCO-17,LI,AS,402,9528,0,0,9528,6063.01,3464.99,0,0,2310,577.5,1732.5,1732.5,0,100,2310,577.5,1732.5,1732.5,0,100,2310,577.5,1732.5,0.01,1732.49,0.0005,2310,577.5,1732.5,0,1732.5,0
1371,Nombre1371,CAM,LIC-EJDE-17,LI,AS,404,10914,0,0,10914,7588.41,3325.59,0,0,2310,924,1386,1386,0,100,2772,1108.8,1663.2,1663.2,0,100,2772,1108.8,1663.2,0.81,1662.39,0.0487,2772,1108.8,1663.2,0,1663.2,0
1372,Nombre1372,CAM,LIC-EJCO-17,LI,AS,402,9528,0,0,9528,6063.98,3464.02,0,0,2310,577.5,1732.5,1732.5,0,100,2310,577.5,1732.5,1732.5,0,100,2310,577.5,1732.5,0.98,1731.52,0.0565,2310,577.5,1732.5,0,1732.5,0
1373,Nombre1373,CAM,MAE-EDUC-15,MA,AS,402,11752,0,0,11752,7345.2,4406.8,0,0,2938,734.5,2203.5,2203.5,0,100,2938,734.5,2203.5,2203.5,0,100,2938,734.5,2203.5,0.2,2203.3,0.009,2938,734.5,2203.5,0,2203.5,0
1374,Nombre1374,CAM,LIC-EJME-17,LI,AS,402,9762.45,0,0,9762.45,4223.68,5538.77,1842.77,2,2310,462,1848,1848,0,100,2310,462,1848,172.73,1675.27,9.346,2310,462,1848,0,1848,0,2310,462,1848,0,1848,0
1375,Nombre1375,CAM,LIC-COFI-18,LI,AS,404,15462.04,0,0,15462.04,11788.84,4249.2,150,1,3682,1472.8,2209.2,2209.2,0,100,3290,1316,1974,1974,0,100,3290,1316,1974,148.8,1825.2,7.537,3290,1316,1974,0,1974,0
1376,Nombre1376,CAM,LIC-EJAD-17,LI,AS,401,9747.9,0,0,9747.9,3188.01,6559.89,2401.89,3,2310,231,2079,1964.01,114.99,94.46,2310,231,2079,0,2079,0,2310,231,2079,0,2079,0,2310,231,2079,0,2079,0
1377,Nombre1377,CAM,LIC-EJAD-17,LI,AS,402,9724.4,0,0,9724.4,3523,6201.4,2274.4,3,2310,346.5,1963.5,1849,114.5,94.16,2310,346.5,1963.5,0,1963.5,0,2310,346.5,1963.5,0,1963.5,0,2310,346.5,1963.5,0,1963.5,0
